text,label
What kind of shape does the woman have?,0
What is the spatial relationship between the bicycle and another object?,1
What material is the bottle made from?,0
What material is the bus made from?,0
Where is the bottle in relation to the other object?,1
Who is using the bicycle?,0
What is the computer made of?,0
How many buss are there?,0
Can you describe where the lamp is?,1
What is the position of the child in relation to the other object?,1
What is the location of the bag relative to another item?,1
Is the woman broken?,0
"Looking at the scene, where is the tree?",1
Is the clock made of plastic?,0
Where is the computer in relation to the other object?,1
What category does the table belong to?,0
Does the man make a sound?,0
What material is the phone made from?,0
What is the spatial relationship between the bag and another object?,1
Is the dog new or old?,0
What is the location of the woman relative to another item?,1
Can you describe how the tree looks?,0
What is the spatial relationship between the tree and another object?,1
Is the tree edible?,0
Is the woman edible?,0
Where is the child in relation to the other object?,1
Is this child heavy?,0
How many mans are there?,0
What material is the phone made from?,0
Can you point out where the bus is compared to something else?,1
How is the dog positioned?,1
Is the computer made of plastic?,0
Is the computer interesting to you?,0
What is the location of the cat relative to another item?,1
How many computers are there?,0
"Looking at the scene, where is the table?",1
Can you describe where the clock is?,1
How is the lamp positioned?,1
How is the bus positioned?,1
Where is the woman in relation to the other object?,1
How would you explain where the dog is to someone else?,1
What kind of shape does the child have?,0
What is the function of the computer?,0
Where is the table in relation to the other object?,1
What is the location of the tree relative to another item?,1
Is the cat interesting to you?,0
What is the location of the chair relative to another item?,1
Do you like the dog?,0
Is the book soft or hard?,0
Where is the bag located with respect to the reference object?,1
Is the clock turned on?,0
What is the location of the woman relative to another item?,1
How would you explain where the phone is to someone else?,1
Which side of the reference object is the computer on?,1
Is the bicycle interesting to you?,0
How would you explain where the bag is to someone else?,1
Tell me how the ball and the other object are arranged.,1
Tell me how the computer and the other object are arranged.,1
What material is the bottle made from?,0
How would you explain where the child is to someone else?,1
Is the child edible?,0
Can you point out where the bag is compared to something else?,1
How would you explain where the chair is to someone else?,1
Who is using the car?,0
What color is the lamp?,0
What kind of shape does the clock have?,0
What material is the tree made from?,0
What material is the mirror made from?,0
How would you explain where the bicycle is to someone else?,1
What category does the book belong to?,0
Is the phone soft or hard?,0
Is the table interesting to you?,0
Is the ball edible?,0
"If someone asked you where the car is, what would you say?",1
Is the computer interesting to you?,0
Is the chair soft or hard?,0
Where do you see the cat?,1
Is the cat soft or hard?,0
Is the car edible?,0
Where is the bus located with respect to the reference object?,1
What material is the dog made from?,0
Is this phone heavy?,0
How many dogs are there?,0
Where is the table in relation to the other object?,1
What is the book made of?,0
Is the bottle interesting to you?,0
Where does the chair appear to be?,1
What material is the cat made from?,0
What kind of shape does the table have?,0
What is the function of the table?,0
What is the spatial relationship between the lamp and another object?,1
Where do you see the child?,1
Tell me how the book and the other object are arranged.,1
What material is the clock made from?,0
What category does the woman belong to?,0
